Media Pembawa,OPTK,Negara Asal
"akar (roots), batang (stems)","""[s]: Fomitopsis pinicola (Sw.) P. Karst. 1881; (Syn. Antrodia serpens var. tuber P. Karst., 1889, Antrodia tuber (P. Karst) P. Karst., 1898, Boletus fulvus Schaeff., 1774, Boletus marginatus Pers., 1794, Boletus pinicola Sw., 1810, Boletus semiovatus Schaeff., 1774, Coriolus helveolus (Rostk.) Quél., 1890, Favolus pinihalepensis Pat., 1897, Fomes albus (Lázaro Ibiza) Sacc. & Trotter, 1925, Fomes cinnamomeus (Trog) Fr., 1849, Fomes lychneus Lázaro Ibiza, 1916, Fomes marginatus (Pers.) Fr., 1849, Fomes marginatus f. marginatus (Pers.) Fr., 1849, Fomes marginatus f. paludosus f. paludosus"" ""Murashk. Ex Pilát, 1936, Fomes pini-halepensis Pat. 1897, Fomes pinicola (Sw.) Fr., 1849, Fomes pinicola var. marginatus (Pers.) Overh., 1953, Fomes pinicola var. pinicola (Sw.) Fr., 1849, Fomes subungulatus Murrill, 1908, Fomes thomsonii (Berk.) Cooke, 1885, Fomitopsis marginata (Pers.) P. Karst., 1881, Fomitopsis pinicola f. effusa (Bourdot & Galzin) Doma?ski, Orlo? & Skirg., 1967, Fomitopsis pinicola f. paludosa (Murash. ek Pilát) Doma?ski, Orlo? & Skirg., 1967, Fomitopsis pinicola f. pinicola (Sw.) P. Karst., 1881, Fomitopsis subungulata (Murrill) Imazeki, 1943, Friesia rubra Lázaro Ibiza, 1916, Ganoderma rubrum (Lázaro Ibiza) Sacc. & Trotter, 1925, Ischnoderma helveolum (Rostk.) P. Karst., 1879, Mensularia"" ""alba Lázaro Ibiza, 1916, Mensularia marginata (Pers.) Lázaro Ibiza, 1916, Piptoporus helveolus (Rostk.) P. Karst., 1882, Placodes helveolus (Rostk.) Quél., 1886, Placodes marginatus (Pers.) Quél., 1886, Placodes pinicola (Sw.) Pat., 1887, Polyporus cinnamomeus sensu Trog, 1832, Polyporus helveolus Rostk., 1838, Polyporus marginatus (Pers.) Fr. 1821, Polyporus parvulus (Lázaro Ibiza) Sacc. & Trotter, 1925, Polyporus pinicola (Sw.) Fr., 1821, Polyporus pinicola var. pinicola (Sw.) Fr., 1821, Polyporus ponderosus H. Schrenk, 1903, Polyporus semiovatus (Schaeff.) Britzelm., 1887, Polyporus thomsonii Berk., 1854, Pseudofomes pinicola (Sw.) Lázaro Ibiza, 1916, Scindalma cinnamomeum (Trog) Kuntze, 1898, Scindalma marginatum"" ""(Pers.) Kuntze, 1898, Scindalma semiovatum (Schaeff.) Kuntze, 1898, Scindalma thomsonii (Berk.) Kuntze, 1898, Trametes marginata (Pers.) P. Karst., 1882, Trametes pinicola (Sw.) P. Karst., 1882, Ungularia parvula Lázaro Ibiza, 1916, Ungulina marginata (Pers.) Pat., 1900, Ungulina marginata f. effusa Bourdot & Galzin, 1925, Ungulina marginata f. marginata (Pers.) Pat., 1900, Ungulina marginata f. paludosa Pilát, 1936, Ungulina marginata f. przibramensis Pilát, 1929, Ungulina marginata f. resupinata Bourdot & Galzin, 1925, Ungulina pinicola (Sw.) Singer, 1929); [a]: - Fungi, Basidiomycota, Agaricomycetes, Polyporales, Fomitopsidaceae; brown crumbly rot, brown cubical heart rot of fir, brown"" rot of conifers, pinicola conk, red belt fungus, root rot conifers ","Africa: Egypt, Morocco America: Brazil, Canada, Guatemala, Mexico, USA Asia: Armenia, Azerbaijan, China, India, Iran, Israel, Japan, Kazakhstan, Nepal, Pakistan, Philippines, Taiwan, Thailand, Turkey, Uzbekistan Europe: Austria, Belarus, Bosnia and Herzegovina, Bulgaria, Czechia, Denmark, Estonia, Federal Republic of Yugoslavia, Finland, France, Germany, Greece, Hungary, Italy, Latvia, Lithuania, Netherlands, Norway, Poland, Romania, Russia, Serbia, Slovakia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia, Federated States of Micronesia"
"batang (stems (above ground), trunks, branches), buah (fruits), bunga (flowers, inflorescences, cones, calyx), daun (leaves), ""polong (pods), tunas (shoots)"" ","""[s]: Monilinia fructigena Honey, 1945; [a]: Acrosporium fructigenum (Pers.) Pers.,1822; (Syn. Monilia fructigena (Pers.) Pers., 1801, Monilia fructigena var. fructigena"" ""(Pers.) Pers., 1801, Oidium fructigenum (Pers.) Fr., 1832, Oidium fructigenum var. foliorum Westend., 1861, Oidium fructigenum var. fructigenum (Pers.) Fr., 1832, Sclerotinia fructigena (Pers.) J. Schröt., 1839, Stromatinia fructigena (Pers.) Bpud., 1907, Torula fructigena Pers., 1795); Fungi, Ascomycota, Leotiomycetes, Helotiales, Sclerotiniaceae; brown rot"" ","""Africa: Egypt, Morocco America: Brazil, Chile, Uruguay Asia: Afganistan, Armenia, Azerbaijan, China, DPR Korea (North Korea), Georgia, India, Iran, Israel, Japan, Kazakhstan, Lebanon, Nepal, Republic of"" ""Korea (South Korea), Taiwan, Turkey, Uzbekistan Europe: Austria, Belarus, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Moldova, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom Oceania: Australia"" "
buah (fruits),"""[s]: - [a]: Penicillium expansum Link, 1809; (Syn. Penicillium crustaceum Link, 1809, Penicillium crustaceum var. crustaceum Link, 1809, Penicillium expansum var. expansum Link, 1809, Penicillium glaucum Stoll,"" ""Penicillium glaucum var. coremium Sacc., 1886, Penicillium glaucum var. expansum Pers., 1822, Penicillium glaucum var. fasciculatum Pers., 1822, Penicillium glaucum var. foetidum Sopp, 1912, Penicillium glaucum var. glaucum Link, 1805, Penicillium glaucum var. inodorum Sopp, 1912, Penicillium glaucum var. minor Malchevsk., 1939, Penicillium glaucum var. pallidum Sopp, 1912); Fungi, Ascomycota, Eurotiomycetes, Eurotiales, Trichocomaceae; blue mould of stored apple, soft rot of apple, soft rot of grape, storage rot of fruit"" ","""Africa: Egypt, Ghana, Kenya, Mauritius, Morocco, Nigeria, South Africa, Zambia, Zimbabwe America: Argentina, Bolivia, Brazil, Canada, Chile, Honduras, Jamaica, Nicaragua, Peru, USA, Uruguay, Venezuela Asia: Armenia, Brunei Darussalam, China, DPR Korea (North Korea), Georgia, Hong"" ""Kong, India, Iran, Iraq, Israel, Japan, Kazakhstan, Malaysia, Pakistan, Philippines, Republic of Korea (South Korea), Saudi Arabia, Sri Lanka, Thailand, Turkey Europe: Belgium, Bulgaria, Cyprus, Czech Republic, Denmark, France, Greece, Italy, Latvia, Lithuania, Montenegro, Norway, Poland, Portugal, Romania, Serbia, Slovakia, Spain, Sweden, Ukraine, United Kingdom Oceania: Australia, New Zealand"" "
"akar (roots), batang (stems above ground), trunks, branches), media tanam (growing media associated with plants), tunas (shoots)","[s]: - [a]: Phymatotrichopsis omnivora (Duggar) Hennebert, 1973; (Syn. Ozonium ""omnivorum Shear, 1907, Phymatotrichum omnivorum Duggar, 1916); Fungi, Ascomycota, Pezizomycotina, Pezizomycetes, Pezizales, Rhizinaceae; cotton root rot, root rot of cotton, soft rot of cotton, cotton soft rot, grapevine  root rot"" ","America: Argentina, Brazil, Colombia, Mexico, USA, Venezuela"
"akar (roots), batang (stems (above ground), trunks, branches), bibit tanaman (seedlings), buah (fruits), bunga (flowers, inflorescences, cones, calyx), daun (leaves), media tanam (growing media associated with plants), umbi (bulbs, tubers, corms, rhizomes), polong (pods), tunas (shoots).","[c]: Phytophthora cryptogea Pethybr. & Laff. (1919); (Syn. Phytophthora cryptogea var. cryptogea Pethybr. & Laff., 1919, Pythiomorpha aoryzae S. Ito & Nagai (1931); Chromista/ Stramenopila, Oomycota, Oomycetes, Peronosporea, Peronosporales, Peronosporaceae; tomato foot rot, damping off, gerbera foot rot, black neck of chrysanthemum, tulip shanking, corm, stem and leaf rot of gloxinia, pink rot of potato, stem rot, root rot, damping-off","Africa: Egypt, South Africa, Zimbabwe America: Argentina, Brazil, Canada, Chile, Ecuador, Mexico, USA Asia: China, Iran, Israel, Japan, Jordan, Malaysia, Pakistan, Republic of Korea (South Korea), Taiwan, Turkey Europe: Austria, Belgium, Bulgaria, Croatia, Czech Republic, Denmark, France, Germany, Greece, Hungary, Ireland, Italy, Montenegro, Netherlands, North Macedonia, Norway, Poland, Russia, Serbia, Spain, Sweden, Turkey, United Kingdom Oceania: Australia, New Zealand, Papua Nugini"
"akar (roots), batang (stems, above ground, trunks, branches), kayu (woods), kulit kayu (bark), media tanam (growing media associated with plants), tunas (shoots), umbi (bulbs, tubers, corms, rhizomes)",". [s]: Rosellinia necatrix Berl. ex Prill., 1904; (Syn. Hypoxylon necatrix (Berl. ex Prill.) P.M.D. Martin, 1968, Hypoxylon necatrix (Berl. ex Prill.) P.M.D. Martin, 1976, Rosellinia radiciperda sensu auct. NZ; fide Nzfungi (2008) ); [a]: Dematophora necatrix R. Hartig, 1883, Pleurographium necator (R. Hartig) Goid., 1935, Rhizomorpha necatrix R. Hartig, 1883); Fungi, Ascomycota, Pezizomycotina, Sordariomycetes, Xylariales, Xylariaceae; Dematophora root rot, white root rot of trees","Africa: Central Africa, Democratic of the Republic Congo, Ethiopia, Kenya, Morocco, Mozambique, Nigeria, South Africa, Réunion, Zimbabwe America: Argentina, Brazil, Colombia, Dominica, Mexico, USA Asia: China, Georgia, India, Iran, Iraq, Israel, Japan, Lebanon, Philippines,South Korea, Taiwan, Turkey Europe: Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, France, Germany, Greece, Italy, Montenegro, Netherlands, North Macedonia, Portugal, Romania, Russia, Serbia, Slovenia, Spain, Switzerland, Ukraine, United Kingdom Oceania: New Zealand"
buah (fruits),""". [s]: Schizothyrium pomi (Mont. & Fr.) Arx., 1959; (Syn. Gyrothyrium westerdijkiae Arx. (1950); [a]: Botryodiplodia pomi (Mont. & Fr.) Cif (1946); (Syn. Labrella pomi Mont"" ""(1834), Leptothyrium pomi (Mont.) Sacc (1880), Leptothyrium pomi A. Selby, 1920, Microsticta pomi (Mont.) (1849), Microthyriella paludosa C. Booth, 1958, Microthyriella rubi, Petr., 1923, Schizothyrina rubi (Petr.), Zygophiala jamaicensis E. W. Mason; Fungi, Ascomycota, Pezizomycotina, Dothideomycetes, Schizothyriaceae; greasy blotch, flyspeck, sooty blotch"" ","""Africa: Tanzania, Togo, Zimbabwe America: USA Asia: Brunei Darussalam, China, India, Iran, Japan, Pakistan, Sri Lanka Europe: Austria, Czech"" Republic, Germany, Montenegro, Netherlands, Portugal, Serbia, Romania, United Kingdom Oceania: New Zealand "
"akar (roots), batang (stems), buah (fruits), bunga (inflorescence), polong (pods), daun (leaves)","""Pantoea agglomerans Gavini et al. 1989; (Syn. Bacterium herbicola Geilinger, Bacterium.typhi- flavum Breed, Corynebacterium beticola Abdou 1969, Enterobacter agglomerans (Beijerinck 1888) Ewig and Fife 1972, Enterobacter agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Erwinia herbicola (Lohnis 1911) Dye 1964,  Erwinia herbicola pv. Millettiae (Kawakami and Yoshida 1920) Goto et al. 1980, Erwinia lathyri (Manns and Taubenhaus) Magrou"" ""1937, Erwinia mangiferae (Doidge) Bergey et al. 1923, Erwinia millettiae (Kawakami and Yoshida 1920) Magrou 1937, Erwinia vitivora (Baccarini) du Plessis 1940, Flavobacterium herbicola (Lohnis) Mack 1936, Falvobacterium rhenanum (Migula) Bergey et al. 1923, Flavobacterium trifolii (Huss) Bergey et al. 1923, Kurthia baccarinii (Macchiati) Pribram 1933, Pantoea agglomerans pv. Millettiae (Kawakami and Yoshida 1920), Phytomonas itoana (Tochinai) Magrou 1937, Pseudomonas herbicola (Lohnis) de’Rossi 1927, Pseudomonas itoana Tochinai 1932, Pseudomonas trifolii Huss 1907, Xanthomonas"" cosmosicola Rangaswami ""and Sanne Gowda 1963, Xanthomonas indica Rangaswami, Prasad and Eswaran 1961, Xanthomonas itoana (Tochinai) Dowson 1943, Xanthomonas maydis Rangaswami, Prasad and Eswaran 1961, Xanthomonas penniseti Rajagopalan and Rangaswami 1958, Xanthomonas rubrisorghi Rangaswami, Prasad and Eswaran 1961, Xanthomonas tagetis Rangaswami and Sanne Gowda 1963, Xanthomonas translucens f.sp. oryzae, Xanthomonas trifolii (Huss) James 1955); bacterial grapevine blight, bacterial rice leaf blight"" ","America: Barbados, Brazil, Canada, Chile, Cuba, USA, Venezuela Asia: China, Israel, Saudi Arabia Europe: Austria, Germany, Italy, Poland, United Kingdom Oceania: New Zealand"
"akar (roots), batang (stems), planlet, tanah (soils), media tanam (growing media).","Rhizobium vitis (Ophel and Kerr 1990) Young et al. 2001; (Syn. Agrobacterium biovar 3, Agrobacterium tumefasciens biovar 3, Agrobacterium vitis Ophel and Kerr 1990); crown gallof grapevine","Africa: Egypt, Tunisia America: Brazil, Canada, USA Asia: Afghanistan, China, DPR Korea (North Korea), Japan, Jordan, Republic of Korea (South Korea), Turkey Europe: France, Greece, Hungary, Russia, Spain Oceania: Australia"
"akar (roots), batang (stems), bibit (seedlings), buah (fruits), bunga (inflorescence), daun ""(leaves), umbi lapis (corms)"" Vektor: Hemiptera, Cicadellidae: Cicadella viridis, Carneocephala fulgida, Draeculacephala minerva, Graphocephala atropunctata, Hemiptera, Cercopidae: Philaenus spumarius ","""Xylella fastidiosa Wells et al. 1987; Pierce's disease of grapevines, citrus variegated"" chlorosis alfalfa dwarf, almond leaf scorch, dwarf lucerne, scorch, phony disease of peach, plum leaf scald, pecan bacteral leaf scorch ","""Africa: Egypt, America: Argentina, Brazil, Canada, Mexico, Paraguay,"" ""Peru, Puerto Rico, USA, Venezuela Asia: Iran, Israel, Lebanon, Taiwan, Europe: France, Italy, Portugal, Spain"" "
"batang (stems), bibit (seedling)","Xylophilus ampelinus ""(Panagopoulos 1969) Willems et al. 1987; (Syn. Xanthomonas ampelina Panagopoulos 1969); canker of grapevine, bacterial blight of grapevine, black arm"" ","Africa: South Africa, Asia: Japan, Jordan Europe: France, Greece, Italy, Moldova, Russia, Slovenia, Ukraine"
"bibit (seedling, micropropagated plants), ""umbi (bulbs, corm, tubers), akar (roots), batang (stems), rimpang (rhizomes), bunga (flowers), daun (leaves), kultur jaringan (tissue culture)"" Vektor: Hemiptera Cicadellidae: Euscelis plebeja, Hishimonoides sellatiformis, Macrosteles quadrilineatus, Scaphytopius  magdalensis ","Candidatus Phytoplasma asteris; (Syn. Aster yellows ""phytoplasma group, Phytoplasma asteris, European aster yellows phytoplasma, Hydrangea virescence phytoplasma, Maize bushy stunt phytoplasma, Maryland aster yellows phytoplasma,"" phytoplasma, Olive witches' broom phytoplasma, Phytoplasma asteris); aster yellow, tomato big bud; western aster yellows, periwinkle little leaf, eastern aster yellows; purple coneflower yellows, multiplier disease, yellow Mulberry dwarf disease phytoplasma ","Africa: Egypt, South Africa America: Argentina, Bermuda, Brazil, Canada, Colombia, Costa Rica, Cuba, Guatemala, Mexico, Peru, Saint Vincent and the Grenadines, USA, Asia: China, India, Iran, Japan, Lebanon, Myanmar, Pakistan, Republic of Korea (South Korea), Sri Lanka, Taiwan, Thailand, Turkiye, Europe: Belarus, Belgium, Czech Republic, Finland, France, Germany, Greece, Hungary, Italy, Lithuania, Poland, Portugal, Romania, Russia, Spain, Ukraine, UK, Oceania: Australia."
"bibit (seedlings, micropropagated plants), suluran ""(stolon), tunas (buds, shoots), bagian vegetatif lainnya (vegetative materials), kultur jaringan (tissue culture)"" Vekor: Hemiptera, Psyllidae: Cacopsylla melanoneura, Cacopsylla picta, Fiberiella florii ","Candidatus Phytoplasma mali; (Syn. Apple proliferation ""phytoplasma, Apple witches’broom phytoplasma, Phytoplasma Mali); apple proliferation, witches' broom of apple,"" ","Africa: Tunisia America: Canada, Asia: Lebanon, Syria, Turkiye ""Europe: Albania, Austria, Belarus, Bosnia and Herzegovina, Belgium, Bulgaria, Croatia, Czechia, Finland, France, Germany, Greece, Hungary, Italy, Lithuania,"" Moldova, Netherlands, Norway, Poland, Romania, Russia Federation, Serbia, Slovakia, Slovenia, Spain, Switzerland, Ukraine "
"akar (roots), batang (stems), bibit (seedlings, micropropagated plants), daun (leaves), suluran (stolon), tunas (buds, shoots), kultur jaringan (tissue culture)  Vektor: Hemiptera, Cicadellidae: Scaphoideus titanus","Grapevine flavescence dorée phytoplasma; (Syn. Flavescence doree MLO, Flavescence doree mycoplasma like organism, Grapevine yellows); flavescence doree of grapevine, grapevine bois noir","Europe: Austria, Croatia, Czechia, France, Hungary, Italy, Montenegro, Portugal, Romania, Serbia, Slovakia, Slovenia, Spain, Switzerland"
"""akar (roots), batang (stem (above ground), trunks, branches), bibit (seedlings, micropropagated plants), biji (true seeds, grains), buah (fruits inc. pods), bunga (inflorescences/cones /calyx), daun (leaves), polong (pods), kultur jaringan (tissue culture)"" Vektor: Hemiptera, Aphididae: Acyrthosiphon kondoI, Acyrthosiphon pisum, Aphis craccivora, ""Aphis gossypii, Aphis spiraecola, Myzus persicae"" ","lfalfa mosaic virus (AMV); (Syn. Alfamovirus AMV, Alfalfa mosaic alfamovirus, AMV, Alfalfa mosaic virus, Alfalfa virus 1&2, lucerne mosaic virus, Marmor medicaginis, potato calico virus); Mosaic of alfalfa, mosaic of lucerne, Yellow spot alfalfa, tomato necrotic tip curl of tomato, yellow mottle of grapevine","""Africa: Algeria, Egypt, Ethiopia, Kenya, Libya, Morocco, Nigeria, South Africa, Sudan, Tanzania, Tunisia, Zambia America: Argentina, Brazil, Canada, Chile, Colombia, Ecuador, Mexico, Peru, USA, Venezuela Asia: Bangladesh, China, India, Iran, Iraq, Israel, Japan, Jordan, Kyrgyzstan, Lebanon, Myanmar, Nepal, Pakistan, Republic of Korea (South Korea), Saudi Arabia, Syria, Taiwan,"" ""Tajikistan, Turkey, Uzbekistan, Yemen Europe: Albania, Austria, Azerbaijan, Belarus, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Lithuania, Montenegro, Netherlands, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Switzerland, Ukraine, United Kingdom, Oceania: Australia, New Zealand"" "
"biji (true seeds, grains), tanaman (whole plants), kultur jaringan (tissue culture) Vektor: Dorylaimida, Longidoridae: Xiphinema diversicaudatum, Xiphinema madierense, Xiphinema coxi Cuscuta spp. ","Arabis mosaic virus (ArMV); (Syn. arabis mosaic virus, ash ring and line pattern virus, forsythia yellow net virus, hop nettlehead virus, jasmine yellow blotch virus, raspberry yellow dwarf virus, rhubarb mosaic virus, rhabarber-mosaik-virus), hope bare-bine, forsythia yellow net, hop split leaf blotch virus, strawberry mosaic virus","Africa: Egypt, South Africa America: Canada, Chile, Mexico, Peru, USA Asia: India, Iran, Israel, Japan, Kazakhstan, Lebanon, Syria, Turkey Europe: Austria, Belarus, Belgium, Bulgaria, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Denmark, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxemburg, Republic of Moldova, Montenegro, Netherlands, North Macedonia, Norway, Poland, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Sweden, Switzerland, Ukraine, United Kingdom, Oceania: Australia, Caroline Islands, New Zealand"
"akar (roots), batang ""(stems (above ground), trunks, branches), bibit (seedling, micropropagated plants), biji (true seeds, grains), buah (fruits), daun (leaves), tunas (shoots, buds), kultur jaringan (tissue culture),  umbi (bulbs, tubers, corms), rimpang (rhizome)  Vektor: Dorylaimida, Longidoridae: Longidorus apulus, Longidorus fasciatus"" ",Artichoke Italian latent nepovirus (AILV); (Syn. artichoke Italian latent virus),"Africa: Tunisia Europe: Bulgaria, Greece, Italy"
"""akar (roots), batang (stems (above ground), trunks, branches), biji (true seeds, grains), daun (leaves), bunga (flowers), buah (fruits), kultur jaringa (tissue culture), polong (pods)"" Vektor: Hemiptera: Aphididae: Acyrthosiphon onobrychis, Acyrthosiphon pisum, Aphis craccivora, Aphis ""faba, Aphis nasturtii, Microsiphum euphorbiae, Myzus persicae, Myzus pisi, Myzus solanifolii"" ","Broad bean wilt virus (BBWV); (Syn. broad bean wilt fabavirus, catalpa chlorotic leaf spot virus, laminum mild virus, nasturtium ringspot virus, nasturtium white spot virus, patchouli mild mosaic virus, patchouli mild mottle virus, petunia ringspot cirus, tropaeolum ringspot virus); mild mosaic of lamium, ring spot of nasturtium","Africa: Egypt, Ethiopia, Morocco, South Africa, Sudan, Tanzania, Tunisia America: Argentina, USA Asia: Bangladesh, China, DPR Korea (North Korea), India, Iran, Iraq, Japan, Jordan, Philippines, Singapore, Republic of Korea (South Korea), Syria, Taiwan, Turkey Europe: Bosnia and Herzegovina, Bulgaria, Croatia, Czechia,  France, Germany, Greece, Hungary, Italy, Kosovo, North Macedonia, Montenegro, Poland, Serbia, Slovakia, Slovenia, Spain, United Kingdom Oceania: Australia, New Zealand"
"""akar (roots), batang (stems (above ground), trunks, branches), bunga (flower, inflorescenes, cones, calyx), bibit (seedlings, micropropagated plants), daun (leaves), kultur jaringan (tissue culture)"" Vektor: Longidorus elongatus, Longidorus macrosoma; Xiphinema diversicaudatum ",Carnation ringspot virus (CRSV); (Syn. carnation ringspot virus),"America: Canada, Brazil, Colombia, Mexico, USA Asia: India Europe: Denmark, Finland, France, Germany, Italy, Lithuania, Netherlands, Poland, Russia, United Kingdom Oceania: Australia, New Zealand"
"batang (stems (above ground), trunks, branches), biji (true seeds, grains), polen (pollens), kultur jaringan (tissue culture)","Cherry leafroll virus (CLRV); (Syn. cherry leafroll virus, golden elderberry virus, walnut ringspot); walnut ringspot, berteroa ringspot, blackline disease of walnut, dogwood ringspot, elm mosaic, golden elderberry, red elder ringspot, sambucus ringspot, sambucus yellow net, walnut black line, walnut yellow vein, mosaic of ash, walnut yellow mosaic","Africa: Egypt, Tunisia America: Canada, Chile  Peru, USA Asia: China, Iran, Lebanon, Syria, Turkey Europe: Albania, Austria, Belgium, Bulgaria, Bosnia and Herzegovia, Croatia, Czechia, Finland, France, Germany, Greece, Hungary, Italy, Moldova, Montenegro, Netherlands, Norway, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Spain, Switzerland, Ukraine Oceania: Australia, French Southern and Antarctic Territories, New Zealand"
"akar (roots), biji (true seeds), buah (fruits), batang (stems /above ground, trunks, branches), daun (leaves), kultur jaringa (tissue culture), tunas (shoots)","Grapevine Bulgarian latent virus (GBLV); (Syn. grapevine Bulgarian latent virus, Virus CM112)","Europe: Bosnia and Herzegovina, Bulgaria, Croatia, Hungary, Montenegro, North Macedonia, Portugal, Serbia, Slovenia America: USA"
"""akar (roots), batang (stems (above ground) trunks, branches), bibit (seedlings, micropropagated plants), biji (true seeds), daun (leaves), kulit kayu (bark), tunas  (shoots, buds), kultur jaringan (tissue culture)"" ""Vektor: Xiphinema index"" ","Grapevine chrome mosaic virus (GCMV); (Syn. grapevine chrome mosaic virus, Hungarian chrome mosaic virus, grapevine Hungarian chrome mosaic virus); chrome mosaic of grapevine","Europe: Austria, Bosnia and Herzegovina, Croatia, Czechia, Hungary, Montenegro, North Macedonia, Serbia, Slovenia, Slovakia"
"biji (true seeeds), suluran (stolons), tanaman (whole plants), tunas (shoots, buds), kultur jaringan (tissue culture)  Vektor: Dorylaimida, Longidoridae: Xiphinema americanum, Xiphinema index, Xiphinema italiae","""Grapevine fanleaf virus (GFLV); (Syn. grapevine fanleaf virus, grapevine arriccianmento virus, grapevine court noue virus, grapevine fanleaf virus, grape vine infectious degeneration virus, grapevine reisigkrankheit virus, grapevine roncet virus, grapevine urticado virus, grapevine veinbanding virus, grapevine yellow mosaic virus); grapevine arriciamento, grapevine Bratislava mosaic virus, grapevine court-noué, grapevine fanleaf, grapevine infection degeneration virus, grapevine reisigkrankheit"" virus, grapevine roncet, grapevine urticado, grapevine vein banding, grapevine yellow mosaic ","""Africa: Algeria, Egypt, Madagascar, Morocco, Nigeria, South Africa, Tunisia America: Argentina, Bolivia, Brazil, Canada, Chile, Mexico, USA, Venezuela Asia:  Armenia, China, India, Iran, Israel, Japan, Jordan, Kazakhstan, Lebanon, Palestine, Philippines, Syria, Turkey Europe: Albania,  Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Cyprus, Czechia, France, Germany, Greece, Hungary, Italy, North Macedonia, Malta, Moldova, Montenegro, Poland, Portugal, Romania, Russia, Serbia, Slovakia, Slovenia, Spain, Switzerland, Slovenia, Spain, United Kingdom, Ukraine"" Oceania: New Zealand "
"batang (stems (above ground), trunks, branches), tanaman (whole plants), kultur jaringan (tissue culture)","Grapevine fleck virus (GFkV); (Syn. grapevine fleck virus, grapevine chasselas latent agent); fleck of grapevine","Africa: Algeria, Moroccco, South Africa, Tunisia America: Argentina, Brazil, Canada, Mexico, USA Asia: India, Iran, Japan, Jordan, Lebanon, Pakistan, Palestine, Republic of Korea (South Korea), Turkey, Europe: Albania, Bosnia and Herzegovina, Czechia, Hungary, Italy, Malta, North Macedonia, Poland, Russia, Slovakia, Spain, United Kingdom Oceania: Australia, New Zealand"
"""akar (roots), batang (stems (above ground), trunks, branches), daun (leaves), kulit kayu (barks), kultur jaringan (tissue culture) Vektor: Mealybug Pseudococcida: Heliococcus bohemicus, Phenacoccus aceris, Planococcus citri, Planococcus ficus. Pseudococcus calceolariae, Pseudodoccus comstoki, Pseudococcus maritimus, Pseudococcus viburni"" ""Scale insect Coccidae: Neopulvinaria innumerabilis, Parthenoleca-nium corni, Parthenolecanium persicae,  Pulvinaria innumerabilis, Pulvinaria vitis, Diaspididae: Targionia vitis"" ","Grapevine leafroll-associated virus-1 (GLRaV-1); ""(Syn. grapevine leafroll- associated virus-1, grapevine leafroll-associated closterovirus 1); leafroll disease"" ","Africa: Algeria, Egypt, Morocco, Nigeria, South Africa,Tunisia America: Brazil, Canada, Chile, Mexico, USA Asia:  Armenia, Azerbaijan, China, India, Iran, Israel, Japan, Jordan, Kazakhstan, Lebanon, Pakistan, Palestine, Republic of Korea (South Korea), Taiwan, Turkey, Yemen Europe: Albania, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Czechia, Cyprus, France, Germany, Greece, Hungary, Italy, Malta, Montenegro, Republic of Moldova, North Macedonia, Poland, Portugal, Romania, Russia, Serbia, Slovenia, Spain, Switzerland, Ukraine Oceania: Australia, New Zealand"
"akar (roots), batang (stems (above ground), trunks, branches), daun (leaves), kulit kayu (barks), kultur jaringan (tissue culture)","Grapevine leafroll-associated virus-2 (GLRaV-2); (Syn. grapevine leafroll- associated ampelovirus 2, grapevine leafroll-associated virus-2)","Africa: Algeria, Egypt, South Africa, Tunisia America: Canada, Mexico, USA Asia:  Armenia, China, India, Pakistan, Palestine, Turkey Europe: Bulgaria, Croatia, France, Italy, Montenegro, Poland, Portugal, Russia, Serbia, Slovenia, Spain, Switzerland Oceania: Australia, New Zealand"
